Date,Region,Category,Product,Quantity,Price,Sales,Profit
2025-10-07,East,Clothing,Shirt,6,8956,53736,18457.29
2025-10-07,North,Clothing,Shirt,9,8166,73494,7990.76
2025-10-07,North,Stationery,Marker,8,14478,115824,27198.68
2025-10-07,West,Clothing,Shoes,9,19574,176166,43248.82
2025-10-08,West,Stationery,Files,1,18860,18860,4345.49
2025-10-08,North,Stationery,Files,3,215,645,59.64
2025-10-08,South,Clothing,Jacket,2,16058,32116,9769.33
2025-10-09,South,Groceries,Rice,2,10879,21758,6782.81
2025-10-09,North,Groceries,Snacks,8,10731,85848,26130.27
2025-10-09,East,Stationery,Notebook,4,3091,12364,3481.26
2025-10-09,West,Groceries,Snacks,7,4643,32501,11123.45
2025-10-10,South,Clothing,Shirt,9,13974,125766,31010.45
2025-10-10,North,Stationery,Marker,2,271,542,43.28
2025-10-10,West,Groceries,Rice,2,7911,15822,2046.8
2025-10-11,East,Groceries,Snacks,1,19145,19145,1724.87
2025-10-11,East,Furniture,Table,3,5483,16449,5425.1
2025-10-12,North,Stationery,Notebook,4,16660,66640,17765.89
2025-10-12,South,Clothing,Jeans,2,9722,19444,2347.01
2025-10-12,West,Electronics,Mobile,5,15650,78250,4026.79
2025-10-12,West,Furniture,Sofa,5,3462,17310,1964.53
2025-10-13,North,Clothing,Jacket,5,799,3995,1307.29
2025-10-13,North,Stationery,Pen,5,15406,77030,15415.27
2025-10-14,South,Furniture,Bookshelf,4,13316,53264,15810.73
2025-10-14,North,Clothing,Jacket,3,6909,20727,2123.19
2025-10-14,West,Stationery,Pen,9,8127,73143,25382.52
2025-10-14,West,Clothing,Shoes,2,8469,16938,4088.85
2025-10-14,East,Furniture,Sofa,9,14585,131265,45874.92
2025-10-14,South,Furniture,Bookshelf,9,11145,100305,5588.29
2025-10-15,East,Stationery,Notebook,2,5898,11796,1462.68
2025-10-16,South,Groceries,Snacks,9,6039,54351,17056.32
2025-10-17,South,Groceries,Oil,8,10550,84400,9565.37
2025-10-17,West,Stationery,Marker,8,8599,68792,12918.53
2025-10-17,South,Clothing,Shirt,9,9635,86715,5532.49
2025-10-18,South,Stationery,Notebook,7,18461,129227,12464.26
2025-10-18,South,Clothing,Jeans,8,5882,47056,3558.42
2025-10-19,East,Clothing,Shoes,9,15651,140859,34164.77
2025-10-19,North,Furniture,Chair,4,2337,9348,809.22
2025-10-19,East,Electronics,Smartwatch,1,7462,7462,1519.13
2025-10-19,South,Groceries,Rice,1,11716,11716,3532.89
2025-10-19,West,Clothing,Shirt,1,1982,1982,228.56
2025-10-19,South,Stationery,Pen,8,18991,151928,30988.15
2025-10-20,South,Clothing,Shirt,6,1908,11448,2146.96
2025-10-20,North,Furniture,Bookshelf,8,9740,77920,19884.34
2025-10-20,South,Furniture,Table,1,15020,15020,4490.17
2025-10-20,North,Furniture,Chair,3,4434,13302,967.19
2025-10-22,North,Electronics,Laptop,1,11379,11379,2873.64
2025-10-22,North,Electronics,Laptop,4,6656,26624,1368.2
2025-10-22,South,Groceries,Snacks,8,10078,80624,20954.74
2025-10-22,East,Groceries,Beverages,6,10973,65838,13948.89
2025-10-22,North,Furniture,Chair,6,9428,56568,3320.49
2025-10-23,West,Groceries,Oil,5,10260,51300,12337.04
2025-10-23,South,Electronics,Headphones,3,19530,58590,16181.89
2025-10-23,West,Stationery,Files,9,16202,145818,10857.31
2025-10-23,North,Electronics,Mobile,3,1873,5619,1350.76
2025-10-23,South,Stationery,Files,1,2511,2511,449.27
2025-10-23,West,Electronics,Laptop,3,12776,38328,3368.24
2025-10-23,South,Furniture,Bookshelf,5,17550,87750,30068.63
2025-10-24,South,Furniture,Table,2,5654,11308,805.98
2025-10-24,West,Stationery,Marker,5,11100,55500,13326.3
2025-10-24,North,Furniture,Chair,5,1724,8620,1213.0
2025-10-25,East,Furniture,Bookshelf,8,10183,81464,16543.23
2025-10-26,East,Electronics,Laptop,7,18581,130067,9102.83
2025-10-26,North,Stationery,Marker,5,6209,31045,9839.74
2025-10-26,East,Stationery,Pen,7,1805,12635,2022.72
2025-10-27,North,Stationery,Marker,9,9787,88083,28667.7
2025-10-27,South,Groceries,Rice,8,8619,68952,16620.63
2025-10-28,East,Groceries,Oil,4,15037,60148,10774.11
2025-10-29,South,Clothing,Shirt,3,14719,44157,6414.46
2025-10-29,East,Stationery,Notebook,1,3257,3257,983.08
2025-10-30,South,Groceries,Snacks,9,11479,103311,16459.08
2025-10-31,West,Groceries,Beverages,9,18827,169443,36114.42
2025-10-31,South,Stationery,Marker,8,19938,159504,28761.49
2025-10-31,West,Stationery,Pen,6,1729,10374,1849.13
2025-11-01,North,Stationery,Marker,5,7432,37160,9164.21
2025-11-01,West,Clothing,Shoes,4,2045,8180,1267.42
2025-11-02,South,Furniture,Sofa,6,15938,95628,20475.76
2025-11-02,North,Groceries,Snacks,2,1603,3206,191.99
2025-11-02,East,Stationery,Notebook,5,11203,56015,4040.86
2025-11-02,East,Clothing,Jeans,6,16636,99816,13334.71
2025-11-02,North,Furniture,Sofa,6,18219,109314,18352.98
2025-11-03,West,Stationery,Marker,7,17984,125888,6823.68
2025-11-03,West,Stationery,Pen,1,17029,17029,3062.7
2025-11-03,South,Groceries,Rice,5,18346,91730,10815.47
2025-11-03,South,Furniture,Bookshelf,5,10065,50325,17462.17
2025-11-03,South,Stationery,Notebook,5,16214,81070,9653.32
2025-11-03,North,Electronics,Smartwatch,2,1739,3478,940.14
2025-11-04,West,Groceries,Beverages,2,15446,30892,10283.8
2025-11-05,North,Groceries,Rice,3,5587,16761,2779.49
2025-11-05,West,Clothing,Jeans,3,12413,37239,7380.9
2025-11-06,North,Groceries,Rice,6,13996,83976,12793.31
2025-11-06,North,Groceries,Beverages,5,18371,91855,27779.88
2025-11-06,South,Clothing,Jacket,8,8941,71528,22755.36
2025-11-06,North,Furniture,Chair,8,14727,117816,26246.74
2025-11-07,West,Clothing,Jacket,6,13625,81750,22096.45
2025-11-07,North,Furniture,Table,4,4693,18772,3268.07
2025-11-08,East,Electronics,Mobile,2,19810,39620,10034.14
2025-11-08,East,Stationery,Notebook,6,19153,114918,16243.33
2025-11-08,East,Stationery,Marker,7,2293,16051,1108.85
2025-11-09,West,Furniture,Bookshelf,5,16590,82950,7695.96
2025-11-09,North,Groceries,Snacks,2,5746,11492,3248.6
2025-11-10,West,Furniture,Sofa,7,6801,47607,7920.36
2025-11-10,North,Furniture,Table,7,8528,59696,12184.62
2025-11-10,South,Clothing,Jeans,5,13380,66900,16797.0
2025-11-10,East,Clothing,Jeans,2,13943,27886,6111.72
2025-11-10,North,Clothing,Jacket,1,4038,4038,1065.33
2025-11-11,North,Stationery,Notebook,6,4557,27342,6823.03
2025-11-11,North,Stationery,Marker,6,5122,30732,5544.16
2025-11-11,South,Electronics,Laptop,6,18101,108606,20362.56
2025-11-11,North,Electronics,Smartwatch,9,19814,178326,48421.71
2025-11-12,North,Groceries,Rice,7,8103,56721,18358.45
2025-11-12,East,Electronics,Mobile,5,12537,62685,16899.09
2025-11-13,North,Groceries,Rice,6,6299,37794,6190.94
2025-11-15,East,Furniture,Table,8,17251,138008,25690.74
2025-11-15,East,Clothing,Shoes,5,17000,85000,23451.15
2025-11-15,South,Stationery,Notebook,9,12856,115704,33221.19
2025-11-15,West,Groceries,Rice,5,19746,98730,17246.27
2025-11-16,East,Furniture,Bookshelf,6,18270,109620,10087.8
2025-11-16,South,Electronics,Mobile,1,16512,16512,1024.36
2025-11-17,West,Stationery,Files,3,2628,7884,1301.52
2025-11-17,East,Furniture,Chair,1,15336,15336,4972.65
2025-11-17,North,Furniture,Bookshelf,1,9263,9263,1930.9
2025-11-17,West,Electronics,Smartwatch,6,12156,72936,5318.16
2025-11-18,West,Clothing,Shirt,6,6106,36636,11530.26
2025-11-18,West,Furniture,Sofa,8,10390,83120,10307.42
2025-11-19,North,Clothing,Shoes,4,12203,48812,15230.66
2025-11-19,West,Groceries,Oil,9,17971,161739,12463.4
2025-11-19,South,Furniture,Chair,1,5938,5938,1095.12
2025-11-19,South,Stationery,Notebook,9,7466,67194,6057.92
2025-11-19,North,Electronics,Laptop,8,12876,103008,14503.91
2025-11-19,East,Electronics,Laptop,6,4459,26754,5420.68
2025-11-19,South,Groceries,Oil,2,5643,11286,1863.9
2025-11-20,West,Stationery,Marker,9,5278,47502,5783.56
2025-11-21,North,Stationery,Files,1,12206,12206,2938.88
2025-11-21,North,Furniture,Chair,6,8224,49344,7405.65
2025-11-22,South,Stationery,Pen,9,5209,46881,9900.46
2025-11-22,South,Stationery,Files,2,18890,37780,4034.34
2025-11-23,East,Groceries,Oil,4,726,2904,564.7
2025-11-23,South,Furniture,Sofa,8,5811,46488,9126.32
2025-11-23,East,Clothing,Shoes,1,5327,5327,1302.77
2025-11-23,East,Groceries,Oil,1,12432,12432,2009.63
2025-11-23,East,Stationery,Notebook,3,13665,40995,2560.1
2025-11-24,South,Stationery,Notebook,8,19842,158736,29573.09
2025-11-24,East,Clothing,Jacket,6,11719,70314,11614.79
2025-11-24,West,Electronics,Laptop,7,15434,108038,22961.11
2025-11-26,South,Clothing,Jeans,8,5572,44576,8688.05
2025-11-26,East,Furniture,Sofa,4,10003,40012,8285.52
2025-11-26,East,Electronics,Mobile,3,12506,37518,4134.31
2025-11-28,South,Furniture,Table,1,4290,4290,1382.69
2025-11-28,South,Groceries,Beverages,2,14697,29394,5356.46
2025-11-28,West,Groceries,Beverages,8,361,2888,663.69
2025-11-29,North,Stationery,Marker,1,8547,8547,2377.54
2025-11-30,South,Stationery,Notebook,8,14126,113008,15963.47
2025-11-30,South,Groceries,Oil,1,5473,5473,1053.68
2025-11-30,West,Groceries,Beverages,2,17758,35516,5742.66
2025-11-30,South,Clothing,Shirt,1,8756,8756,1188.08
2025-11-30,East,Electronics,Smartwatch,9,5131,46179,14924.73
2025-12-01,East,Furniture,Table,9,9530,85770,19899.91
2025-12-02,West,Stationery,Notebook,3,16789,50367,4412.5
2025-12-02,East,Groceries,Oil,4,222,888,180.77
2025-12-02,North,Stationery,Files,2,17462,34924,10429.05
2025-12-03,West,Electronics,Mobile,7,13046,91322,7677.38
2025-12-03,South,Clothing,Jeans,5,3024,15120,2692.39
2025-12-04,North,Clothing,Shoes,4,5669,22676,3366.43
2025-12-04,North,Stationery,Pen,7,8330,58310,7249.06
2025-12-05,West,Clothing,Shirt,9,16023,144207,45309.14
2025-12-05,South,Groceries,Snacks,9,17178,154602,15877.89
2025-12-05,East,Furniture,Bookshelf,2,2553,5106,1772.01
2025-12-06,East,Groceries,Rice,9,7075,63675,10294.57
2025-12-06,West,Furniture,Bookshelf,1,10172,10172,1393.33
2025-12-07,North,Groceries,Beverages,5,13421,67105,18933.7
2025-12-07,South,Furniture,Chair,5,15155,75775,11620.23
2025-12-07,East,Clothing,Shoes,4,14500,58000,16317.54
2025-12-07,East,Furniture,Bookshelf,8,5083,40664,3259.59
2025-12-08,North,Furniture,Sofa,4,15701,62804,3744.3
2025-12-08,West,Stationery,Notebook,2,5251,10502,3046.7
2025-12-09,East,Clothing,Shoes,4,3189,12756,3874.16
2025-12-09,West,Furniture,Bookshelf,8,2048,16384,3646.81
2025-12-10,North,Clothing,Jeans,2,15712,31424,8578.94
2025-12-10,East,Groceries,Oil,8,13246,105968,6939.91
2025-12-10,East,Electronics,Laptop,1,14772,14772,982.19
2025-12-11,North,Stationery,Marker,6,16999,101994,20164.96
2025-12-11,West,Groceries,Oil,5,13485,67425,4504.04
2025-12-11,South,Electronics,Smartwatch,5,3666,18330,5139.55
2025-12-11,East,Electronics,Laptop,6,8260,49560,6999.71
2025-12-12,South,Stationery,Files,5,6400,32000,3871.45
2025-12-12,South,Stationery,Notebook,4,2619,10476,3035.65
2025-12-13,East,Furniture,Table,9,7722,69498,18684.98
2025-12-13,North,Groceries,Beverages,7,7430,52010,11325.46
2025-12-14,South,Groceries,Rice,7,2868,20076,5981.57
2025-12-15,East,Furniture,Bookshelf,6,18831,112986,13342.45
2025-12-15,South,Electronics,Headphones,1,15509,15509,2896.98
2025-12-15,West,Electronics,Mobile,9,1586,14274,1024.26
2025-12-15,South,Stationery,Notebook,7,17508,122556,26496.36
2025-12-16,West,Furniture,Table,3,255,765,178.25
2025-12-16,East,Furniture,Sofa,9,9037,81333,6246.53
2025-12-16,West,Clothing,Jacket,2,11830,23660,1648.81
2025-12-16,South,Stationery,Pen,5,11921,59605,10793.66
2025-12-17,West,Furniture,Table,6,10165,60990,19073.33
2025-12-17,North,Electronics,Smartwatch,2,17973,35946,12308.27
2025-12-18,South,Groceries,Snacks,5,4691,23455,3485.4
2025-12-19,North,Stationery,Marker,5,10498,52490,16942.18
2025-12-20,East,Electronics,Smartwatch,1,3765,3765,720.59
2025-12-20,North,Clothing,Shirt,2,4673,9346,782.0
2025-12-20,East,Clothing,Jacket,2,12129,24258,1425.19
2025-12-20,West,Electronics,Headphones,6,17818,106908,26451.69
2025-12-21,West,Clothing,Jacket,8,15645,125160,11557.0
2025-12-21,South,Stationery,Pen,2,11867,23734,6066.85
2025-12-22,West,Clothing,Shirt,5,3614,18070,4648.78
2025-12-22,East,Furniture,Chair,4,19828,79312,18318.43
2025-12-22,South,Groceries,Snacks,8,4180,33440,5765.0
2025-12-22,North,Groceries,Oil,1,16166,16166,4787.5
2025-12-23,North,Electronics,Mobile,8,9951,79608,10783.37
2025-12-23,East,Furniture,Sofa,3,10339,31017,1653.47
2025-12-23,North,Stationery,Notebook,8,18649,149192,20620.33
2025-12-23,North,Electronics,Laptop,7,9731,68117,9116.84
2025-12-24,North,Electronics,Smartwatch,1,6433,6433,1803.39
2025-12-24,East,Furniture,Bookshelf,5,14833,74165,24372.01
2025-12-25,South,Groceries,Beverages,4,2153,8612,1136.77
2025-12-25,East,Stationery,Files,8,4685,37480,5988.02
2025-12-25,East,Groceries,Beverages,1,12458,12458,3132.4
2025-12-26,West,Stationery,Files,3,10580,31740,10073.79
2025-12-26,East,Stationery,Marker,2,6331,12662,2474.88
2025-12-26,South,Stationery,Notebook,8,17167,137336,19653.96
2025-12-27,East,Electronics,Laptop,4,18497,73988,15353.21
2025-12-27,East,Stationery,Pen,4,19626,78504,11440.4
2025-12-27,East,Furniture,Bookshelf,6,17823,106938,13755.85
2025-12-28,West,Groceries,Rice,6,7255,43530,7846.54
2025-12-28,West,Clothing,Shirt,5,5995,29975,2279.15
2025-12-28,North,Stationery,Notebook,9,11725,105525,14058.89
2025-12-29,North,Furniture,Sofa,5,14151,70755,12526.79
2025-12-29,West,Furniture,Table,9,9059,81531,10533.21
2025-12-30,East,Clothing,Shoes,5,19025,95125,4822.55
2025-12-30,North,Stationery,Notebook,6,4925,29550,5101.45
2025-12-31,South,Stationery,Marker,8,514,4112,499.38
